post_id,sentence,true_label,logits
1177940451955019778_twitter,<user> begone ching chong,offensive,[-0.2744254   0.00611427  0.2281283 ]
1178556666502991873_twitter,take a shot every time you see an asian named band full of white people,normal,[-0.8828076   0.29789832  0.07314682]
1179046856237764608_twitter,the person i am closing with called in sick then texted me happy birthday 😂 😅 fuck you to bitch,normal,[-1.08018     0.27436954 -0.01563673]
1185235911853957126_twitter,nuke a gay whale for christ,normal,[-1.4379556   0.48769802  0.05384482]
1179090479196991488_twitter,school is hella gay,offensive,[-1.3247797   0.30075443  0.16340645]
1178579448951533569_twitter,plus there a whole modern twist with white racist nationalist terrorists conspiring with forces they do not understand from fear of change from this wave of refugees,normal,[-0.23759906 -0.07540774  0.19407174]
1178981918731362310_twitter,i can just see it it is the division but i do not see why there must be a connection forced i do not feel connected to american women and i know majority of men do not we all either gonna wind up happily alone or married to non westernized women,normal,[-0.7171036   0.14402825  0.00363874]
1178656914567258112_twitter,anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,hatespeech,[ 0.11384733 -0.18939872  0.26017287]
1178807638085099520_twitter,our national security sources indicate that the pentagon once planned without much success for up to <number> billion climate refugees in the world recent public stories indicate that could be <number> billion people welcome to the climate emergency,normal,[-0.57848585  0.19355801  0.02457831]
22341782_gab,was engels a kike,hatespeech,[ 1.8096535  -1.6674757  -0.47916603]
1178784070463045632_twitter,everybody say dyke keep it goin,normal,[-0.55841875  0.09672019  0.13086118]
1178990255577411585_twitter,we dressed with big dyke energy today and wanna show off but we are too scared to do a face reveal,normal,[-0.38824043 -0.00866607  0.20655681]
1179033551565709312_twitter,<number> in <number> women <number> in <number> men <percent> of lesbian women <percent> of bisexual women <percent> of gay men <percent> of bisexual men no data on nb and trans women are being murdered it statistically impossible for you not to know someone who has experienced domestic violence,normal,[-1.5711741   0.6427952  -0.17917955]
18943330_gab,the muzzie loving natsoc get the sword,hatespeech,[ 1.3420103  -1.3174175  -0.26293677]
1178388175758221314_twitter,got a lot of them niggers you better and it active yeah popping willies on the wall i am saying,hatespeech,[ 1.0007792 -1.0916669 -0.193736 ]
1179027116936974337_twitter,i just asked my fam if im dating a non muslim dude they were assuming that i got <number> lolol ketawa ku dulu,normal,[-0.6327505   0.27518094 -0.07265592]
1178670553739284480_twitter,<user> victims such as the ones in the video youngsters like kriss donald the <number> <number> <number> <number> of groomed and raped white girls etc are mere collateral damage to those promoting the subversion of advanced previously largely homogenous nations,normal,[-1.1572361   0.65173614 -0.05075799]
11760301_gab,cuh cuh cuh communism nah pass this nigger worked too hard for handouts i prefer the uncertainty the risk the gasp entropy of capitalistic competition,hatespeech,[ 1.0304064 -0.8105538 -0.3077103]
1178646479227015168_twitter,lesson in power and control verbal domestic violence this morning joe demonstrated classic behaviors of enabling family members or co workers navarro continued to dismiss everyone but joe that should explain all viewers need to know <user> way to keep after it,normal,[-0.67755294  0.37724596 -0.17276457]
12172065_gab,an idiot a nigger a jew a muslim you are not british if you live in that cunt of a place,hatespeech,[ 1.492641  -1.1884242 -0.4926905]
1173807914034679808_twitter,trying to convince carter he should go as slutty bob ross for halloween 🤞,normal,[-0.84666324  0.11731243  0.13220501]
1142263124092956672_twitter,whio wants to be my slave dm me slave gay sexting incest horny femboy trap,normal,[-1.768493    0.86093736 -0.27531445]
1143200722990714880_twitter,niggas looking for love we need to be looking for women like mary j blige she been looking for real love since the <number>,normal,[-1.3153545   0.52466524 -0.13739815]
11255170_gab,i bet your queers have a hard time typing the word pussy that is why you shit logs smell like ass and astro glide,offensive,[ 0.18467575 -0.3039022   0.12905474]
21156880_gab,naacp is not actually for niggers naacp helped abort more nigger babies than any org,hatespeech,[ 1.0656749  -0.87156475 -0.38788542]
1178976586168754177_twitter,so now in nyc you get a <number> <number> <number> k fine for saying illegal alien the official term for a foreign national living in a country without authorization but get over the use of the word nigger niggers tuesday thoughts,hatespeech,[ 1.7710489 -1.5909942 -0.5447879]
24373447_gab,when their still putting the dead in body bags but all you can think about is the backlash islamophobia the moslem community might face,normal,[-0.09867366 -0.06458101  0.16391915]
1179103199871021057_twitter,sunday it was why do not women send messages so aggressive they are borderline harassment and last night it was what kind of porn do women watch,normal,[-0.82795346  0.25568336 -0.02604302]
1179087612583141376_twitter,<user> also did trump ask the women <number> <number> year old girls if they were in their fertile period before he raped them most rapists are not polite enough to ask 🤬 🤬 🤬,normal,[-1.2835853   0.8807355  -0.19296384]
1081332046235078656_twitter,that thing where you tie one running shoe than get distracted before shoe number two,normal,[-0.5122174   0.078652    0.19157279]
1179023377660547072_twitter,<user> well i can certainly taser a bitch,normal,[-1.6386628   0.27083585  0.3579593 ]
1179024615844171777_twitter,<user> what about minor girls being raped by muslim men recent mms would you assure it wont happen,normal,[-1.4390042   0.49288696  0.13963738]
1179008652864376832_twitter,<user> hey mate what are the stats on rape when i saw the nisvs survey it stated that along with made to penetrate women are still raped at higher numbers,normal,[-0.77555645  0.21737733  0.2483141 ]
1178804781130887170_twitter,white gay men mad they can not say dyke bc they do not have faggot to themselves lmao,normal,[ 0.19872248 -0.7763324   0.43016586]
1178105174239395842_twitter,<user> <user> oh i do not want to even think about that gives new meaning to camel jockey,normal,[-1.7153926  1.3816206 -0.3018976]
1162952606517383168_twitter,you are going to heaven furry faggot jk hell for you,hatespeech,[-0.01151197 -0.8695168   0.61383003]
24790337_gab,white people allowed their kids to be raped by pakis why they went running to the police why is not it a fathers job to protect his kids from monsters we did in my day we did not ask anyone permission,offensive,[-0.43619788  0.10349487  0.02055233]
24225614_gab,i just want to say muslimes f off,hatespeech,[ 0.6267818  -0.73911357 -0.05048397]
15314538_gab,i can post the nigger word as much as i want here lol,hatespeech,[ 1.1740803  -0.9622319  -0.37814027]
21242245_gab,hm 🤔 maybe if i survive my chemo and grow up i could be a lifeguard at a nigger swimming pool 🤔,hatespeech,[ 1.2277077  -0.99597335 -0.37270695]
1185410004838428672_twitter,niggas pulled up on a nigga said hey come to hr for a drug test homie said word bet i quit lmfao,normal,[-0.837862    0.26879925  0.06627896]
26001093_gab,idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,hatespeech,[ 1.1663196  -0.88040143 -0.40967438]
1178846407937134592_twitter,biopunk what if poor ppl had to deliberately sell their body parts to be used as accessories by the rich while they are still alive it was literally priced by white supremacist standards of what bodies are superior thus more valuable the natural wig industry already exists,normal,[-0.21191517 -0.20161887  0.2735352 ]
15724750_gab,theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously,hatespeech,[ 0.25960475 -0.30167103  0.06059812]
18772550_gab,anders breivik required <number> shots to kill <number> bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target,normal,[-1.0692235   0.56115496 -0.17873727]
1122880922343415809_twitter,how can arya jook a man gendry was fistin that bitch the other day and someone shook his hand,normal,[-1.1200533  -0.16659294  0.83996195]
1083042797995941889_twitter,take drugs and rape sluts,offensive,[ 0.04562415 -0.11035672 -0.04304506]
25085591_gab,our condolences to your family kelly the nigger needs to be publicly hung make it a short drop so it feels let the thing hang for a day or two to remind the nigger that this is what happens when you harm a white,hatespeech,[ 1.294722  -1.0560014 -0.401497 ]
1165021778298757120_twitter,the lion of jewdea starts a orginazition known as the christian resistance and we capture north america,normal,[ 0.35082263 -0.40026617 -0.02716608]
1178720661495304195_twitter,<user> them boss can i have a few days o boss shut up nigger,normal,[ 1.2571037  -1.0057443  -0.40222147]
13102768_gab,in <number> there was <number> million white christian south africans now kike are gruesomly genociding those <number> million peacefull european white minority today <number> million left and still going strong alt right white brothers and sisters,hatespeech,[ 1.618906  -1.4991896 -0.4012813]
1179042623258058752_twitter,if i do not have anything i have islam so what else really matters,normal,[-0.7723012   0.09161204  0.11642429]
1188846662346838016_twitter,these hoes be acting up and these niggas be letting them 🤨,offensive,[-0.75875103 -0.14158516  0.49687022]
20372433_gab,when blacks act in a manner far less likely to involve getting shot their peers call them coons and uncle toms some of their own people told them this too but they did not want to listen,normal,[-0.44603625 -0.02785511  0.29078722]
1179041911090188288_twitter,they do not tolerate mohajirs been crammed in the slums of karachi daily being told2go back2india there can be no nonmuslim refugees2pak bdesh every1 knows the same night mulla goons will dash in their homes lift up the women kill them law will ignore,normal,[ 0.09735163 -0.18389781  0.15438686]
22107142_gab,funny you should mention that muzzies believe dog saliva is filthy according to mohamed they r truly vile 🤣,hatespeech,[ 0.79248095 -0.8477199  -0.0583556 ]
14669895_gab,welp tinder was exactly what i expected <percent> ugly fat chicks <percent> duckfaced instagram models fishing for likes <percent> prog dykes uninstall,offensive,[-0.23227054 -0.05659725  0.1492656 ]
1179102825978007552_twitter,<user> <user> <user> so u r ok with hindus getting raped killed converted in these countries where sud such hindus go there is not a single hindu country left in the world muslims dont have any problems there,normal,[-2.1257186   1.4281986  -0.18987288]
1178747237465239554_twitter,chambers pls do not get raped today,normal,[-0.19886994 -0.11046958  0.16247031]
1104499523462799360_twitter,take your skanky hoe ass and flush it down the drain biatch,offensive,[-1.5190241   0.19191481  0.5359583 ]
9183625_gab,i think ancestry com only exists to troll white liberals by telling them they have some nigger dna 😹 😹 😹,hatespeech,[ 1.2947546  -1.0742118  -0.40585992]
1178955261177933824_twitter,<user> <user> i am not gay or a sailor fine to that but i do badly want to be the ship queer,normal,[-1.9738649  1.2065197 -0.1908167]
1162737996564762625_twitter,bitches be real life delusional,offensive,[-1.1089027   0.19765586  0.09572457]
16392501_gab,these guys r more interested in placating a mob than in free speech <user> kessler <number> c ville city council he stood up <number> white people called the shouters the anti white kk <happy> city council mbr he close <number> hate speech scattered sheboon outbursts w heavy ebonics downpour thru out,hatespeech,[-0.80873585  0.24049155  0.04427904]
1174514620704415745_twitter,women boobs nude full breasted women camsex site sex cam fetish,normal,[-1.5756438   0.40835452  0.15907888]
1106251643656372224_twitter,plz let nebula pulverize that giant sadistic grape,normal,[-0.6771015   0.06427081  0.21672878]
1082453473113849858_twitter,instead of shooting the nigga you beefing with please somebody kill donald trump at this point his ass playing with our money,normal,[-0.56309307  0.10185099  0.19091699]
12029101_gab,couple of days ago corrupt dhimmi moslem cock suckers in msm said <number> rohingya moslems gone to bangladesh earlier <number> day skynews said <number> now channel <number> news say <number> me thinks fake news by moslem funded whores quite frankly who gives a shit as long as moslems fo to moslem shit holes,hatespeech,[ 1.1006768  -1.0325282  -0.30842134]
1092108135962009601_twitter,if calvin scrapes his cereal bowl one more time carter is going to be without a dad,normal,[-0.4663609   0.13045332  0.03876309]
1170008981902897152_twitter,yellow kirby likes to wear women clothing,normal,[-1.1315776   0.39609486  0.05619943]
3367166_gab,<user> he a fucking faggy kike oh yeah bill mitchell got it as well he turned on the alt right yesterday as well saying white genocide and jq were conspiracy theories,offensive,[ 0.8099327  -0.97629046 -0.3474263 ]
1177920526649421824_twitter,calling someone nigga is acceptable but calling someone faggot it not the same,normal,[ 0.11124575 -0.7465688   0.47356108]
27301749_gab,<user> ‍ daily reminder that nick the spic is a faggot who gets off on catboy porn pathetic and sad,hatespeech,[-0.06917033 -0.25876445  0.25739765]
18452468_gab,good my people are insufferable you can tell from the exchange between me and paki reactionary,offensive,[-0.860836    0.45207977 -0.21689865]
14288348_gab,hey sandnigger monkey enjoying the suppression of rights in america well get ready whites you know kinda like that too lynching non white subhumans as a hobby is in our genes millions of whites are looking forward to it,hatespeech,[ 0.36398837 -0.3326494  -0.04422063]
1179072603677450240_twitter,i like the five gay guys it uplifting,normal,[-1.2067739   0.2641703   0.01883024]
1179099393099735040_twitter,trump and the lawless republican party have turned this country into a shithole country with no justice no authority to enforce our laws any longer this potus and mcconnell senate are declaring that they are above our laws but the peasant citizens must obey the laws,normal,[-0.04604854 -0.04594575  0.09080361]
27528223_gab,when muzzies rule the uk this is what happens,hatespeech,[ 0.7057768  -0.8378319   0.09112459]
1179015280602882048_twitter,we coming for your dollars better call the cops you want a war we got a nuclear holocaust,normal,[-0.39479175  0.01375367  0.20106936]
1179070924672425985_twitter,<user> <user> asians have always been poc asians east asians were considered yellow and part of the mongoloid race our treatment throughout american history also has marked us as other and non white,normal,[-1.4367781   1.0154948  -0.19795805]
21362231_gab,did you offa to say which dyke it was btw british history offa dyke <happy>,offensive,[-0.3694547   0.0382491   0.16123648]
13370491_gab,taserface ahahahahahahahahahahahaha almost as hilarious as having a nigger for president amirite,hatespeech,[ 1.1933272  -0.9709667  -0.35592982]
12326179_gab,you are a anti white non white basterdised cultural marxist psychopath no name brand we are white pedigree and dont need fups like yourself in the white race we dont want you there is no place for you in a white society please kill yourself and i am not your friend nigger,hatespeech,[ 1.2724136  -1.0183948  -0.39598763]
1142522499831226368_twitter,got into my first car accident 🙄 a bitch was shook,offensive,[-1.3064977  -0.01156975  0.5540561 ]
1122558468429352961_twitter,bitches broken hearts,normal,[-0.34431958  0.05618633  0.22123265]
1111442006776016897_twitter,weird niggas weird,normal,[-0.83625114  0.23053785  0.06495348]
1179268528739934208_twitter,<user> i agree with this not that it matters tho cause i am a white boi lmfao,normal,[-1.3932953  0.7793601 -0.1392979]
9587435_gab,suicide the camel face muscum cunt,hatespeech,[-0.20106472 -0.0420492  -0.03332959]
13455893_gab,new rule in all competitive shows baking dancing or other let paki or nigger token win in order to win public support and hide our true racist feeling for coloureds british broadcasting rules and regulations <number>,hatespeech,[ 1.3175836  -1.0937015  -0.37483338]
1166007662032621568_twitter,taehyung dislikes white people so much,normal,[-1.0329022   0.3347249  -0.03146641]
14804499_gab,well ya can not take the nigger out of the nigger but you can leave the black greasy motherfuckers in china,hatespeech,[ 1.2604146  -1.0277687  -0.39775914]
10328560_gab,thinking about creating a based nigger in a trump hat twitter account just so i can get a shit load of followers fast then act like i just discovered the jews are up to some real shit see whose side the normie conservatives take lol,normal,[ 1.2697926  -1.0902     -0.31692886]
9906038_gab,it been <number> years since the moslem terrorist attack in argentina thanks to the liberals there there may never be resolution amia <number> años han pasado y nada gracias cfk gabgento,normal,[-0.43611673  0.11379818  0.04007574]
1179093647867949056_twitter,this is a fucking disgrace shameless cunts,offensive,[-0.69112647  0.21007985  0.16794163]
26434464_gab,loved <number> <number> comedy you could say nigga paki and be lazy and chase women with big bristols and john and larry were the brighton element,offensive,[-0.822844    0.1889135   0.09335221]
1179065157596717058_twitter,<user> <user> <user> <user> ⬆️ is not m ichael g oguen looking at using crispr to eliminate autism 🤔 $$ white nationalists,normal,[-2.2025955   1.3549653  -0.17790142]
1179090602656501762_twitter,<user> a redneck woman,offensive,[-1.4973384   0.6098988   0.03230627]
19838726_gab,anytime bro rekt the kike christ cuck fuckers shits about to get real,hatespeech,[ 2.1735988  -2.0197725  -0.57886964]
9832237_gab,i am part potato nigger so i am not welcome here anymore i have to go back,hatespeech,[ 0.9147713  -0.7334746  -0.31859127]
1178844285501767685_twitter,lol sis think somebody playing with her fake crippled ass 🗣 knocc knocc its landlord reej take dat weak shit to yo mammy house hoe 🤣 🙄,offensive,[-0.1904291   0.0126894   0.12520994]
1179093946066259968_twitter,ah so subby rn 🥺 someone call me slut n kitty,normal,[-1.1757289   0.54312074 -0.14784797]
1178598150002466816_twitter,<user> <user> <user> absolutely right man legal immigrants who work hard and and are law abiding citizens are not the problem the context of my comment was to highlight the devastating effects of refugee crisis post <number> that has plagued eu and canada with forced immigrants from uncivilized society,offensive,[-2.1085885  1.5861055 -0.3464993]
13528544_gab,lol <user> what happened the owner of this website pew tube has banned you temporarily from accessing this website i dindunuffin,normal,[-1.1991982   0.13790743  0.31405264]
26212911_gab,jew on a stick now kike in a bag whatever will they think of next,hatespeech,[ 2.0315132 -1.9029518 -0.4687472]
1091120440305692672_twitter,<user> that nothing alan partridge was <number>,normal,[-1.708425    0.5423768   0.12201157]
1143334538065698816_twitter,frank dicpario and the misogenous potatoes a blackened math metal band,normal,[-1.0282491   0.34874445  0.02038658]
18352124_gab,token astronauts jeanette epps negress replaced with mexican chic x feed the fish sally ride lesbian quota affirmative action segregation hbcu,offensive,[ 0.19496033 -0.26705652  0.05116542]
26202771_gab,the <number> russian from twitter are costing kike land some shekels legendary alt right barbaric khazar kike,hatespeech,[ 1.8947513 -1.6861868 -0.5145224]
1179055029342396421_twitter,<user> i fucking hate you for this,normal,[-1.2279308   0.568828   -0.04655887]
1179103213640749061_twitter,<user> <user> yeah that whole fat joe thing was a mess not all latinos are black or of african descent many latinos are white many have no african ancestry some are even asian for example there is a large asian population in south america e g ecuador brazil peru chile etc,normal,[-1.1220919   1.1217859  -0.19086732]
1179104890825498630_twitter,honestly what the difference between the portuguese burger the rio one and the chili fish one from mcdonald they all look like the same shit,normal,[-0.39538804  0.00515424  0.11345413]
1178530577206644737_twitter,<user> dm me,normal,[-1.654197    0.868171   -0.30894184]
1178948001655599109_twitter,a plain white boy running from demons to escape white privlege,normal,[-0.9394219  0.1873508  0.0671387]
1179103900579848195_twitter,im a slut for the entire cql ost i listen to literally every single day,normal,[-0.54629564  0.11128373  0.05303379]
12734812_gab,my great great granddaddy let his niggers play sports it called whichever nigger picks the most cotton today gets a piece of bacon in his bowl of grits tonight do the touchdown dance nigger,hatespeech,[ 1.1805931  -0.93801975 -0.37072885]
1178981720839749634_twitter,alex is my friend not a stupid nigger other alex is,hatespeech,[ 0.9679799  -0.8040232  -0.31923258]
12976797_gab,we need common sense nigger control,hatespeech,[ 1.0196345  -0.7735119  -0.36654934]
10318118_gab,clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a black colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain white prophetic,normal,[-0.6038539   0.10536935  0.14078942]
1178981039353581568_twitter,f the gop it drowning itself in the bathtub unless you people are just going to give up and let these nazi puke sacks win i am never going to quit fighting white supremacists until they are gone republicans are the party of white supremacy that their identity 👻,normal,[-0.57843     0.12554857  0.07137451]
18041918_gab,do not break your arm jerking yourself off on twitter kike,hatespeech,[ 1.792013   -1.6094345  -0.47851372]
2183555_gab,testing are you allowed to say nigger on here,hatespeech,[ 0.94839287 -0.74877095 -0.33830833]
13948927_gab,cia nigger apologizes to pol for the poz,hatespeech,[ 1.2402176 -0.9307723 -0.4576232]
23129338_gab,<user> lets the degenerate kike <user> ‍ fuck him in the ass and cries piteously during the torrid act but deep down he very much aroused at the idea of a filthy jew dominating him that a real radical agenda next week tune in for the threesome with paul nehlen,hatespeech,[ 1.0448745 -1.0632523 -0.3937022]
1179040165999726592_twitter,fuck police and if you support them fuck you too,normal,[-0.47568205  0.11424108  0.0855353 ]
1179031715194511360_twitter,<user> if its not hillbilly cousin fucking town then yes for that price 🤣,offensive,[-1.121715    0.569058   -0.02590727]
19624242_gab,how about i fire a lime off ya head you filthy paki bastard,hatespeech,[ 0.727005   -0.7925104  -0.06121361]
1087172044159152129_twitter,i really think airpods are overrated tried some and there was no bass in them hoes 💀,normal,[-0.71159184 -0.0159994   0.26298782]
1178110624905224192_twitter,shoutout to all the dykes out here still fucking niggas,hatespeech,[-1.1698368   0.59856033 -0.13716947]
22182440_gab,boko haram released over <number> girls it had kidnapped years ago because they are mussleman now if britain could just get the muzzies up there in teleford or luton to follow suit and release the little white girls they are holding in slavery and forced prostitution,hatespeech,[ 0.7184552  -0.74934727 -0.01243966]
1178971709975728128_twitter,im tired of seeing that black and white ass eating video the bitch thats shaped like squidward and the the girl getting fucked and then suckin dick like bye,offensive,[-0.9619255  -0.02052629  0.43519124]
19096665_gab,my next apt is taking forever on the background check my imagination so about your secret racist posting career what exactly did you mean in <date> by gelatinous sheboon theatrics,hatespeech,[-1.144814    0.41308272 -0.03313652]
1177674077772881921_twitter,that video of the deaf dude having sex was killing me yesterday 😭 and this nigger <user> gon post the video in the chat so i am dying all over again 😩 😩 💀 💀,normal,[ 0.34933278 -0.27910548 -0.29930386]
1178318872950251520_twitter,white people getting too comfortable with using the word ghetto,normal,[-1.0115813   0.02527837  0.3137017 ]
13239825_gab,europe is being invaded by moslem filth the usa by mexican parasites say what you want about the north korean regime but at least they know how to protect their borders,hatespeech,[ 0.29532123 -0.28078026  0.06193248]
1178412537496383488_twitter,dont buy a mouse on media markt fucking niggers giving me fake logitech mouse turns off the middle of the ranked,hatespeech,[ 0.9573792 -1.0786347 -0.2312287]
1178190727987118080_twitter,bruhh their outfits for kcon are all white yes it suits them 🤙 ❤,normal,[-0.64083076  0.16792455  0.0325869 ]
21446735_gab,i am a w a r skin do you know john detuillo he doing an l bow for stabbing a lgbtqwtf in the head and a mudshark in the head i used to hang w some american front and valkyrie front almost all of them got popped by the feds on bogus trumoed up charges,hatespeech,[-0.23192947 -0.01194639  0.06551197]
1178692612271661058_twitter,nigga xan said niggas turn lil nas faggots 😂 😂 😂 😂 😂,normal,[-1.0812653   0.2041767   0.09693505]
26947863_gab,please do not tarnish the name of saint mad max by associating him with that race baiting corrupt nigger bitch,hatespeech,[ 1.115889  -0.9365456 -0.250183 ]
1178345792639262720_twitter,i do not understand why we are so overly nice to the elderly they are by far the meanest motherfuckers in the world sure some of them can bake i will give ya that but they also will call you a faggot or give you the finger faster than any other demographic,offensive,[ 0.19788152 -0.63079417  0.3706425 ]
12095199_gab,a dyke puts the mannish moves on a femme at a lesbian bar in paris <number> photograph by george brassai,offensive,[-0.83311236  0.1752334   0.04800463]
1118233205708976128_twitter,gg raped by the goat,normal,[ 0.33246553 -0.30874014 -0.03224072]
1179093281692700672_twitter,i am not blaming all white people but slavery kidnapping a group of people did not just happen jim crow segregation did not just happen mass incarceration of brown and black people did not just happen,normal,[-0.7043278   0.13956662  0.06701274]
1179052403431235584_twitter,my solution would be to come out express the pain and mortification masc presenting black gay men feel on top of the already stigmatized experience of homosexuality resentment of heterosexuals the black church appeal to empathy and understanding apologize profusely,normal,[-0.89368796  0.3738315  -0.07625476]
1180765350025207808_twitter,and david bowie allowed a mean black woman drag queen in san diego destroy his career and had him locked up in a c y a prison camp,normal,[-0.3798962   0.06291053  0.11923143]
1178821631797538822_twitter,i am so glad to hear that <user> has joined the white supremacist movement with her towelhead comments now we can attack her with impunity cancel lily singh,normal,[-1.1358409   0.56619626 -0.08596325]
1179086469169897472_twitter,<user> <user> you all deadass write slave love novels where you fetishize white male slave owners sit this out,normal,[-2.1578927   0.99548626 -0.04586816]
1179093268862312449_twitter,man said dark skins should be raped and we should accept his apology because he apologised before brudda u should be kweffed,normal,[-0.9420123   0.27042013  0.0073685 ]
1178847512481935360_twitter,dude in white trash crew shirt just almost swung on a couple in <number> <number> cus they fed his boston terrier a potato chip,normal,[-0.8819804   0.18827528  0.03399167]
18315448_gab,a god dam kike only thinks about sucking babydicks and making believe they holy,hatespeech,[ 1.7603601  -1.5938017  -0.46240357]
1088890307884838918_twitter,i raped david cameron because it sneezed at me on minecraft,normal,[-1.3739036   0.62959605 -0.27048007]
1178541794323259393_twitter,tan communism is misunderstood france is the only man from queer eye i trust now,normal,[-0.9981601   0.32379442 -0.02475015]
1178741533161525249_twitter,a nigga got super drunk and walked home not drinkin till vegas lol,normal,[-0.85911596  0.15347604  0.13919674]
17639970_gab,i want you goddamned boomer cucks to tell me how we are all the same and beaners are natural conservatives,hatespeech,[-0.463389    0.05460813  0.0458116 ]
1178837672699269126_twitter,dababy security explaining why he knocked out that dyke should not be as funny as it is,hatespeech,[-0.801051    0.16759007  0.0814967 ]
1178034572531044352_twitter,you can not speak abt lesbian issues you are a kpop stan ah yes i forgot jungkook took away my dyke card,offensive,[ 0.08282894 -0.1414131   0.04331499]
1178897591880290305_twitter,last week i was out in angola and i came back to women killed by men now i came back from sa and you have raped and killed again dear men,normal,[-0.7573619  -0.01306663  0.15345174]
25715452_gab,i fucking hate how they turned magik into a retarded looking sjw bull dyke freak in new mutants dead souls i mean wtf did you do with her eyebrows illyana rasputin has never looked worse magik marvel comics comics i ll yana rasputin comic books comic books art,offensive,[-0.12390988 -0.89698905  0.77946466]
1179013578487037952_twitter,<user> shut up faggot 🤬,offensive,[-0.39620355 -0.17819537  0.37314647]
1179076264566644737_twitter,everyday the same thing i have contracts on my life im going to get killed im dead its my fault im an nut a faggot everyone hates me the country wants me dead organize crime the police who does not want to see my die,normal,[ 0.26902214 -0.6797475   0.23476636]
20624917_gab,pan you cheater you are no newfag you are an expert on bloated kike identification,hatespeech,[ 1.6253918  -1.3977541  -0.54665947]
2028645_gab,it irritates me the way these african nature shows all give the animals names like those of their nigger poachers the animals themselves are of course outraged,hatespeech,[ 1.4688855 -1.1821133 -0.4759978]
1179052689138700291_twitter,<user> you forgot to mention illegal muslim refugee,offensive,[-1.0154392   0.38000834  0.05296816]
1178323077429649408_twitter,<user> here is how to end sanctions on syria <number> expose the white helmets via select committee senate committee <number> show how ngos reporting on syria rely on white helmets <number> show how this collapses the entire edifice of lies <number> show how assad should be backed against jihadists,normal,[-1.1222866   0.73098946 -0.13529138]
1160734905996849152_twitter,levi to the gps i am going to come up there into that screen and knock that bitch out,normal,[-1.4012759  -0.05099885  0.68725604]
1090673738545283074_twitter,i do not listen to niggershitbullshit,hatespeech,[-0.19353743  0.02462107  0.10224624]
12763421_gab,who are these people most of them are jealous angry people from other nations acting out emotionally any american who is parroting the kike line of american identity does not exist should be presumed to be mentally ill if you do not exist then what are you fighting for,hatespeech,[ 2.112576  -1.9208971 -0.578448 ]
1035940_gab,<user> news youtube just showed a reporter interviewing supposed syrian women begging for money on the streets in france they turned out to be romanian gypsies who dressed in moslem outfits had learned a few arab phrases to say they were from aleppo syria google – gypsy village buzesku,normal,[-1.0060239   0.4522764  -0.03993112]
1116713798075858944_twitter,just had kabitch to the jeep,normal,[-0.67513084  0.18550864  0.00142278]
1180860204193333249_twitter,joker <number> <number> ya esta en mi top <number> versiones del joker joaquin phoenix mark hamill y heath ledger,normal,[-1.7380483   0.7498054  -0.05548276]
1178708857746591744_twitter,why do you gym muscle faggots not spend more time rushing homophobes,offensive,[ 0.4239172  -0.73456043  0.3118828 ]
1178923484887433217_twitter,<user> kashmiri pandits run from their houses in fun they announced threats from mosques for themselves they killed themselves and they even raped themselves to defame kashmiri muslims,normal,[-0.8686725   0.35348076 -0.00274956]
9144883_gab,can i say nigger too,normal,[ 1.1398219  -0.90470654 -0.36676085]
1178765655790755845_twitter,<user> why would anyone watch whigger garbage like this show in the beginning,offensive,[-0.9880034  -0.00834884  0.40860984]
10040607_gab,recordbreakerr recordbreakerrrrrrrrrrrrrr5 hours ago this was a racist killing against a defenseless white woman the shooter was a somalian muzzie mandingo rapefugee who only got hired because of the affirmative action ﻿,hatespeech,[ 0.7405082  -0.7408891  -0.07829334]
1178866509139103744_twitter,i have been communication banned twice in the past month for calling kids faggots on rb6 when my teammates kill me for no reason kids really can not handle this shit nowadays,hatespeech,[-0.56337416  0.25061297  0.01616877]
12318142_gab,is not georgia tech a nigger school,hatespeech,[ 1.1950488  -0.9602097  -0.41656038]
1179009744280924161_twitter,<user> modi is brutal a hitler copycat cold blooded murderer killed christians muslims and sikhs in thousands believes in forceful proselytism kashmiris are being raped and killed in thousands <user> <user> <user>,normal,[-0.6250261   0.16356711  0.06980607]
1178930600364986369_twitter,<user> <user> <user> i copied your comments and put homosexuals in the place of trans women so i did not put any words in your mouth but your so far gone in your transphobia and bigotry you will never see that,normal,[-1.9595742   1.7440072  -0.45739806]
1179078128670593024_twitter,<user> <user> on the contrary i have seen many a uu congregation piss and moan about racism bigotry all white congregations that is self righteousness is an observable state,normal,[-1.6299655  1.303703  -0.2837726]
1178107490912870401_twitter,why do you type like a faggot,offensive,[ 0.42518678 -1.0033484   0.4444344 ]
25743035_gab,jews have not and will never be white anybody who suggests otherwise is either a kike or a race traitor and deserves a gassing,hatespeech,[ 1.8963008 -1.7696857 -0.5120553]
